"","PlotID","year","NATIVE_SIMPSON","NONNATIVE_SIMPSON","prop.nativeshan","Site","num_burn","burned","X_1","notes","preFireName","preFireYear","crrnFRI","mdnRFRI","mnPFRID","mCC_FRI","PFR","NOTES_1","ppt","tmean","elevation","elev_units","elevation.1","slope","aspect_degrees","northsouth","eastwest","hli","Distance_km","Geology","def","TSLF","TSLF_bin","aspect_name","cool_warm_slope"
"1","BOB001","2021",0.711127156178182,0.647333434862576,0.523480151627635,"Bobcat",5,"Yes","10S","cool","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,365,"meters",365,13.8084657131158,86.2447234219545,-0.148523012161635,-0.988908951753616,0.625570058344166,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"2","BOB001","2022",0.615048291534778,0.663976756689188,0.480872749434285,"Bobcat",5,"Yes","10S","cool","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,365,"meters",365,13.8084657131158,86.2447234219545,-0.148523012161635,-0.988908951753616,0.625570058344166,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"3","BOB002","2021",0.602682405943672,0.729578869432199,0.452375534051034,"Bobcat",5,"Yes","10S","cool","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,371,"meters",371,22.4796637327724,81.0480404552538,0.806038371153612,-0.59186328170282,0.532251368300608,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"4","BOB002","2022",0.377346127721998,0.518994149405531,0.420985352718129,"Bobcat",5,"Yes","10S","cool","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,371,"meters",371,22.4796637327724,81.0480404552538,0.806038371153612,-0.59186328170282,0.532251368300608,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"5","BOB003","2021",0.712782453831492,0.724563882854508,0.495901673548569,"Bobcat",5,"Yes","10S","cool","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,382,"meters",382,22.2482833016434,92.2552060592009,-0.409382569723285,-0.912362817965945,0.578553483683294,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"6","BOB003","2022",0.581816740851923,0.734548238638048,0.441987404646202,"Bobcat",5,"Yes","10S","cool","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,382,"meters",382,22.2482833016434,92.2552060592009,-0.409382569723285,-0.912362817965945,0.578553483683294,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","east","cool"
"7","BOB004","2021",0.272592,0.646034821691158,0.296738559732197,"Bobcat",5,"Yes","10S","warm","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,382,"meters",382,19.2193826474648,198.810670197354,-0.629153210313155,-0.777281311979551,0.921817221927647,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","south","warm"
"8","BOB004","2022",0.344159861731634,0.783635294908696,0.305161677371338,"Bobcat",5,"Yes","10S","warm","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,382,"meters",382,19.2193826474648,198.810670197354,-0.629153210313155,-0.777281311979551,0.921817221927647,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","south","warm"
"9","BOB005","2021",0.652307092106181,0.612699021259888,0.515655288313548,"Bobcat",5,"Yes","10S","warm","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,362,"meters",362,29.6842560910549,221.552071719291,-0.0697330021709703,0.997565691274626,0.917361542147662,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","southwest","warm"
"10","BOB005","2022",0.691764666270679,0.675800655867632,0.505836653702979,"Bobcat",5,"Yes","10S","warm","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,736.640014648438,15.8300008773804,362,"meters",362,29.6842560910549,221.552071719291,-0.0697330021709703,0.997565691274626,0.917361542147662,33,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","southwest","warm"
"11","BOB006","2021",0.491184,0.487266965645042,0.50200165081976,"Bobcat",5,"Yes","10S","warm","county",2018,16,59,-70.65,-3,"chaparral and serotinous conifer",NA,710.240051269531,16.730001449585,325,"meters",325,9.61079365968812,183.459673194792,0.317884144816094,0.948129564181257,0.83246068013413,32,"Ku","Ku: Marine sedimentary and metasedimentary rocks (Upper Cretaceous) - Upper Cretaceous sandstone, shale, and conglomerate.",2,"<10","south","warm"
